instance,variant,kappa1,rows,basic_structural,basic_slack,singular,mip_obj,mip_gap,note
instance004.txt,Ruiz,788608661285.3334,10080,3960,6120,0,-6879471.8430484645,0.00043641499801238713,
instance005.txt,Base,1608963239292.7754,10080,4057,6023,0,-2539851.2867699233,0.0003901996260409993,
instance005.txt,SA-Aug,838848809185.1464,10080,4057,6023,0,-2539851.2867699233,0.0003901996260409993,
instance005.txt,Flat-Aug,32033008666.024513,10080,4057,6023,0,-2539851.2867699233,0.0003901996260409993,
instance005.txt,SA-Mat,267102097131.88312,10080,4057,6023,0,-2539851.2867699233,0.0003901996260409993,
instance005.txt,Flat-Mat,5723406257.0770035,10080,4057,6023,0,-2539851.2867699233,0.0003901996260409993,
instance005.txt,Ruiz,930533520476.79,10080,4057,6023,0,-2539851.2867699233,0.0003901996260409993,
instance009.txt,Base,1541522141431.198,10080,4068,6012,0,-26183240.15237607,0.00010413921389215167,
instance009.txt,SA-Aug,1247083000648.5203,10080,4068,6012,0,-26183240.15237607,0.00010413921389215167,
instance009.txt,Flat-Aug,19909829610.990738,10080,4068,6012,0,-26183240.15237607,0.00010413921389215167,
instance009.txt,SA-Mat,208675667781.7043,10080,4068,6012,0,-26183240.15237607,0.00010413921389215167,
instance009.txt,Flat-Mat,4471457302.305713,10080,4068,6012,0,-26183240.15237607,0.00010413921389215167,
instance009.txt,Ruiz,582204995974.056,10080,4068,6012,0,-26183240.15237607,0.00010413921389215167,
instance010.txt,Base,229379188024.3851,10080,2584,7496,0,71613.86084080132,1.6255976211885545e-15,
instance010.txt,SA-Aug,149091101546.81683,10080,2584,7496,0,71613.86084080132,1.6255976211885545e-15,
instance010.txt,Flat-Aug,13127040341.860577,10080,2584,7496,0,71613.86084080132,1.6255976211885545e-15,
instance010.txt,SA-Mat,51750268976.90395,10080,2584,7496,0,71613.86084080132,1.6255976211885545e-15,
instance010.txt,Flat-Mat,1108893626.9998121,10080,2584,7496,0,71613.86084080132,1.6255976211885545e-15,
instance010.txt,Ruiz,436147120889.60266,10080,2584,7496,0,71613.86084080132,1.6255976211885545e-15,
instance011.txt,Base,418373898016.9008,10080,3997,6083,0,854256.3539053216,1.341125173882932,
instance011.txt,SA-Aug,271956543825.9882,10080,3997,6083,0,854256.3539053216,1.341125173882932,
instance011.txt,Flat-Aug,25908977945.653267,10080,3997,6083,0,854256.3539053216,1.341125173882932,
instance011.txt,SA-Mat,267337109062.66522,10080,3997,6083,0,854256.3539053216,1.341125173882932,
instance011.txt,Flat-Mat,5728442042.155328,10080,3997,6083,0,854256.3539053216,1.341125173882932,
instance011.txt,Ruiz,2347140963881.3496,10080,3997,6083,0,854256.3539053216,1.341125173882932,
instance012.txt,Base,437165605902.4971,10080,2642,7438,0,121231.38828528696,0.0,
instance012.txt,SA-Aug,284175781101.84937,10080,2642,7438,0,121231.38828528696,0.0,
instance012.txt,Flat-Aug,14151232653.279085,10080,2642,7438,0,121231.38828528696,0.0,
instance012.txt,SA-Mat,187787270573.60303,10080,2642,7438,0,121231.38828528696,0.0,
instance012.txt,Flat-Mat,4023865222.1052833,10080,2642,7438,0,121231.38828528696,0.0,
