instance,variant,kappa1,rows,basic_structural,basic_slack,singular,mip_obj,mip_gap,note
caso25d.txt,Flat-Mat,722436731109.6195,14400,5126,9274,0,-138132812.74648735,0.0006695296971212296,
caso25d.txt,Ruiz,3985776009870.507,14400,5126,9274,0,-138132812.74648735,0.0006695296971212296,
caso25e.txt,Base,794945343455456.5,14400,7182,7218,0,-147701862.28103644,4.4896147700946836e-05,
caso25e.txt,SA-Aug,977336288009.4504,14400,7182,7218,0,-147701862.28103644,4.4896147700946836e-05,
caso25e.txt,Flat-Aug,4464779841300.292,14400,7182,7218,0,-147701862.28103644,4.4896147700946836e-05,
caso25e.txt,SA-Mat,977406636839.6361,14400,7182,7218,0,-147701862.28103644,4.4896147700946836e-05,
caso25e.txt,Flat-Mat,977406636839.6361,14400,7182,7218,0,-147701862.28103644,4.4896147700946836e-05,
caso25e.txt,Ruiz,2725179964580.8916,14400,7182,7218,0,-147701862.28103644,4.4896147700946836e-05,
caso25f.txt,Base,351211576716283.75,14400,7039,7361,0,-141638998.651774,0.0009927512083037309,
caso25f.txt,SA-Aug,676986704280.7229,14400,7039,7361,0,-141638998.651774,0.0009927512083037309,
caso25f.txt,Flat-Aug,3367508192802.0757,14400,7039,7361,0,-141638998.651774,0.0009927512083037309,
caso25f.txt,SA-Mat,640050765522.0544,14400,7039,7361,0,-141638998.651774,0.0009927512083037309,
caso25f.txt,Flat-Mat,640050765522.0544,14400,7039,7361,0,-141638998.651774,0.0009927512083037309,
caso25f.txt,Ruiz,2725179964580.8936,14400,7039,7361,0,-141638998.651774,0.0009927512083037309,
caso26a.txt,Base,1975289452027911.2,14400,5692,8708,0,-351655982.2028141,2.4379803148245044e-07,
caso26a.txt,SA-Aug,1284823212949.636,14400,5692,8708,0,-351655982.2028141,2.4379803148245044e-07,
caso26a.txt,Flat-Aug,3972781339777.8955,14400,5692,8708,0,-351655982.2028141,2.4379803148245044e-07,
caso26a.txt,SA-Mat,730718909151.7048,14400,5692,8708,0,-351655982.2028141,2.4379803148245044e-07,
caso26a.txt,Flat-Mat,730718909151.7048,14400,5692,8708,0,-351655982.2028141,2.4379803148245044e-07,
caso26a.txt,Ruiz,3844826264953.137,14400,5692,8708,0,-351655982.2028141,2.4379803148245044e-07,
caso26b.txt,Base,1030508063730161.1,14400,6887,7513,0,-360520355.6453649,2.3328151376885e-05,
caso26b.txt,SA-Aug,666980682356.5035,14400,6887,7513,0,-360520355.6453649,2.3328151376885e-05,
caso26b.txt,Flat-Aug,3258534425118.5347,14400,6887,7513,0,-360520355.6453649,2.3328151376885e-05,
caso26b.txt,SA-Mat,343087215184.3105,14400,6887,7513,0,-360520355.6453649,2.3328151376885e-05,
caso26b.txt,Flat-Mat,343087215184.3105,14400,6887,7513,0,-360520355.6453649,2.3328151376885e-05,
